post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P04686,2025-06-16 09:36:07,Instagram,Ghana,Swahili,Savings Product,-0.21,Negative,Low,Anticipation,3164,348,94,High,hidden fees,0
P04687,2025-04-11 13:26:20,Instagram,Botswana,Swahili,Repayment,-0.72,Negative,High,Disgust,2770,505,224,Medium,high interest,1
P04688,2025-07-16 01:46:56,Instagram,Tanzania,Twi,Repayment,-0.98,Negative,High,Anticipation,1963,642,778,High,slow approval,0
P04689,2025-02-13 07:08:32,LinkedIn,Tanzania,English,Savings Product,0.09,Positive,Low,Fear,3845,237,552,High,great rates,1
P04690,2025-07-05 12:07:40,Instagram,Tanzania,English,Customer Support,0.95,Positive,High,Joy,3435,137,644,High,fast process,0
P04691,2025-05-15 18:35:54,Twitter,Tanzania,Twi,Mobile App,-0.26,Negative,Low,Anticipation,4710,1165,65,Low,hidden fees,1
P04692,2025-04-19 05:29:25,Facebook,Colombia,Spanish,Loan Application,-0.29,Negative,Low,Anger,561,611,396,Medium,bad service,1
P04693,2025-03-15 07:09:39,LinkedIn,Botswana,Twi,Mobile App,-0.31,Negative,Low,Anticipation,2421,679,209,High,hidden fees,0
P04694,2025-04-25 10:16:55,TikTok,Mexico,Swahili,Repayment,0.04,Neutral,Low,Trust,4717,838,473,Medium,customer support,0
P04695,2025-07-11 04:04:07,Twitter,Zambia,Twi,Interest Rates,-0.12,Negative,Low,Surprise,2135,937,664,Medium,slow approval,0
P04696,2025-03-14 03:17:57,LinkedIn,Mexico,English,Customer Support,0.76,Positive,High,Sadness,2061,354,683,Medium,fast process,0
P04697,2025-05-08 01:32:19,Instagram,Colombia,English,Repayment,0.01,Neutral,Low,Fear,2180,577,570,Medium,customer support,0
P04698,2025-03-25 03:28:20,TikTok,South Africa,English,Customer Support,0.02,Neutral,Low,Anger,1960,846,695,Medium,mobile app,0
P04699,2025-04-04 16:39:38,TikTok,Colombia,Twi,Savings Product,-0.72,Negative,High,Anticipation,3879,558,489,High,fraud,0
P04700,2025-07-11 20:21:39,LinkedIn,Tanzania,Spanish,Loan Application,0.97,Positive,High,Anger,3279,848,179,High,helpful staff,0
P04701,2025-03-28 01:38:22,Instagram,Tanzania,Twi,Mobile App,-0.5,Negative,Medium,Disgust,3884,1169,523,Medium,fraud,0
P04702,2025-04-07 14:03:11,Twitter,Ghana,Swahili,Repayment,-0.85,Negative,High,Fear,3270,1175,458,Medium,high interest,1
P04703,2025-05-18 06:39:07,Twitter,Colombia,Spanish,Savings Product,0.33,Positive,Medium,Anger,4687,139,67,Medium,loan approved,0
P04704,2025-05-24 05:21:57,Facebook,Mexico,Twi,Savings Product,0.19,Positive,Low,Anger,582,662,328,High,great rates,0
P04705,2025-02-26 08:36:47,Instagram,Mexico,Twi,Mobile App,-0.17,Negative,Low,Anticipation,1613,20,201,Low,hidden fees,1
P04706,2025-05-21 22:24:48,Facebook,Botswana,Swahili,Repayment,-0.16,Negative,Low,Fear,1101,63,474,Low,fraud,0
P04707,2025-07-16 12:34:37,Twitter,Zambia,English,Loan Application,0.57,Positive,Medium,Sadness,288,1095,517,Medium,fast process,0
P04708,2025-05-06 05:50:18,Instagram,South Africa,Twi,Savings Product,-0.61,Negative,Medium,Anger,3859,989,14,High,bad service,0
P04709,2025-07-04 01:45:40,Facebook,Tanzania,English,Loan Application,0.64,Positive,Medium,Joy,3060,161,41,Medium,excellent service,1
P04710,2025-04-08 17:56:33,LinkedIn,Ghana,Swahili,Interest Rates,0.3,Positive,Low,Fear,2926,129,542,Medium,excellent service,0
P04711,2025-07-24 15:03:45,LinkedIn,South Africa,Twi,Loan Application,-0.16,Negative,Low,Joy,4102,580,692,Medium,hidden fees,0
P04712,2025-06-13 12:55:21,TikTok,Colombia,Twi,Customer Support,-0.08,Negative,Low,Sadness,1183,224,773,Low,high interest,0
P04713,2025-06-29 00:21:40,Twitter,Mexico,Swahili,Mobile App,-0.49,Negative,Medium,Fear,4335,579,288,Low,bad service,0
P04714,2025-02-10 09:36:12,Twitter,Colombia,English,Savings Product,0.5,Positive,Medium,Sadness,1446,982,532,High,great rates,0
P04715,2025-02-09 22:06:34,Facebook,Tanzania,English,Mobile App,0.03,Neutral,Low,Trust,1749,1004,693,Low,customer support,0
P04716,2025-02-20 08:03:06,Facebook,Mexico,Twi,Customer Support,-0.36,Negative,Medium,Anticipation,1903,106,695,High,fraud,0
P04717,2025-06-02 14:12:29,TikTok,Colombia,Twi,Loan Application,0.19,Positive,Low,Joy,3175,620,243,High,helpful staff,0
P04718,2025-07-03 05:11:27,Facebook,Zambia,Spanish,Repayment,0.99,Positive,High,Sadness,1077,839,660,High,great rates,0
P04719,2025-07-13 11:18:53,TikTok,Botswana,English,Loan Application,-0.13,Negative,Low,Trust,2377,1126,767,High,slow approval,0
P04720,2025-05-01 05:48:22,Instagram,Colombia,Spanish,Mobile App,0.84,Positive,High,Joy,847,1164,611,Medium,loan approved,0
P04721,2025-02-04 03:52:35,LinkedIn,Mexico,English,Savings Product,-0.31,Negative,Low,Anger,2876,576,566,Low,slow approval,0
P04722,2025-02-25 02:59:13,Instagram,Tanzania,Twi,Customer Support,-0.89,Negative,High,Surprise,1239,1157,697,Low,hidden fees,0
P04723,2025-07-31 11:28:16,Instagram,South Africa,English,Repayment,-0.59,Negative,Medium,Anticipation,1332,198,597,Medium,bad service,0
P04724,2025-07-17 12:56:46,Facebook,South Africa,English,Interest Rates,-0.16,Negative,Low,Sadness,3506,509,173,Medium,hidden fees,0
P04725,2025-03-03 16:15:23,LinkedIn,Ghana,Twi,Customer Support,-0.56,Negative,Medium,Joy,2379,666,533,Low,slow approval,0
P04726,2025-04-27 16:32:29,Facebook,Zambia,Twi,Loan Application,-1.0,Negative,High,Trust,4791,78,508,High,fraud,1
P04727,2025-04-30 15:31:43,TikTok,Mexico,Twi,Savings Product,0.83,Positive,High,Anticipation,4122,893,243,Low,excellent service,0
P04728,2025-02-01 03:09:00,LinkedIn,Tanzania,English,Interest Rates,0.69,Positive,High,Surprise,3237,511,59,High,excellent service,1
P04729,2025-04-25 01:41:21,LinkedIn,Zambia,Spanish,Customer Support,0.48,Positive,Medium,Fear,2365,249,103,Medium,great rates,0
P04730,2025-03-12 06:52:16,Facebook,Ghana,Spanish,Repayment,-0.66,Negative,High,Anger,2412,888,650,Low,bad service,0
P04731,2025-06-14 17:04:14,Twitter,Mexico,English,Loan Application,-0.76,Negative,High,Trust,3174,1023,302,Low,high interest,0
P04732,2025-07-27 14:08:41,Instagram,Ghana,Spanish,Savings Product,-0.86,Negative,High,Anger,372,598,670,Low,slow approval,1
P04733,2025-02-26 14:45:34,LinkedIn,South Africa,English,Loan Application,0.45,Positive,Medium,Surprise,1949,752,743,High,helpful staff,0
P04734,2025-07-22 07:06:23,Facebook,Ghana,Twi,Repayment,0.86,Positive,High,Anticipation,244,599,76,High,excellent service,0
P04735,2025-06-07 05:12:23,Instagram,Botswana,Twi,Mobile App,-0.14,Negative,Low,Fear,1840,974,17,High,fraud,0
P04736,2025-03-31 14:47:42,Instagram,Mexico,English,Repayment,-0.76,Negative,High,Surprise,3427,482,533,High,fraud,0
P04737,2025-03-03 20:53:19,TikTok,Mexico,Twi,Mobile App,0.02,Neutral,Low,Sadness,124,835,183,Low,loan application,0
P04738,2025-07-20 19:06:29,Facebook,Ghana,Twi,Savings Product,-0.3,Negative,Low,Anticipation,4632,171,656,High,hidden fees,0
P04739,2025-07-21 05:13:44,Twitter,Zambia,English,Loan Application,-0.25,Negative,Low,Trust,2753,868,549,High,bad service,1
P04740,2025-03-26 05:01:23,Twitter,Mexico,Swahili,Interest Rates,0.24,Positive,Low,Disgust,1919,16,280,Low,loan approved,0
P04741,2025-02-19 02:59:45,TikTok,South Africa,English,Customer Support,0.44,Positive,Medium,Surprise,1635,393,287,Medium,helpful staff,0
P04742,2025-06-08 02:36:03,TikTok,South Africa,Twi,Savings Product,-0.78,Negative,High,Trust,1425,233,654,High,high interest,0
P04743,2025-04-11 23:45:02,Facebook,Mexico,Swahili,Mobile App,-0.93,Negative,High,Trust,1540,247,524,Medium,hidden fees,0
P04744,2025-03-21 14:53:55,Twitter,Botswana,English,Repayment,0.99,Positive,High,Anticipation,530,51,697,High,helpful staff,0
P04745,2025-02-17 00:06:27,Instagram,South Africa,Twi,Interest Rates,-0.53,Negative,Medium,Surprise,4349,14,473,Medium,hidden fees,0
P04746,2025-04-14 04:55:03,Facebook,Botswana,Twi,Savings Product,-0.89,Negative,High,Disgust,3103,440,266,Low,high interest,0
P04747,2025-06-10 00:50:07,LinkedIn,Mexico,English,Mobile App,-0.62,Negative,Medium,Anticipation,4756,1135,780,High,fraud,0
P04748,2025-07-26 12:00:52,Facebook,Ghana,Spanish,Savings Product,-0.92,Negative,High,Fear,1801,695,608,Medium,slow approval,0
P04749,2025-06-07 00:08:43,Twitter,Tanzania,English,Customer Support,-0.22,Negative,Low,Fear,1036,6,356,Medium,high interest,0
P04750,2025-03-05 03:24:10,Instagram,Colombia,English,Mobile App,0.6,Positive,Medium,Anger,3728,825,0,Low,loan approved,0
P04751,2025-02-11 01:20:46,TikTok,Zambia,English,Loan Application,-0.32,Negative,Low,Sadness,4011,1129,26,Medium,high interest,0
P04752,2025-04-18 23:05:08,Instagram,Mexico,English,Customer Support,-0.11,Negative,Low,Trust,3463,1036,547,Medium,slow approval,0
P04753,2025-06-02 11:31:38,TikTok,Ghana,Swahili,Savings Product,0.35,Positive,Medium,Surprise,1142,1169,159,High,loan approved,0
P04754,2025-04-01 07:46:34,LinkedIn,Colombia,English,Customer Support,0.02,Neutral,Low,Joy,1755,477,398,Low,interest rate,0
P04755,2025-06-21 23:21:03,Facebook,South Africa,Swahili,Mobile App,0.72,Positive,High,Fear,4840,630,542,Low,great rates,0
P04756,2025-06-16 19:37:58,Twitter,Tanzania,Twi,Loan Application,0.73,Positive,High,Anticipation,1629,714,126,Low,excellent service,0
P04757,2025-06-27 15:38:13,LinkedIn,Mexico,Swahili,Customer Support,-0.98,Negative,High,Surprise,762,114,773,Low,high interest,1
P04758,2025-03-18 11:11:21,Facebook,Colombia,English,Customer Support,0.56,Positive,Medium,Anger,4889,508,209,Medium,loan approved,0
P04759,2025-04-25 08:21:40,TikTok,Ghana,Twi,Customer Support,-0.08,Negative,Low,Anger,4839,1175,149,High,high interest,0
P04760,2025-06-08 06:46:57,Twitter,Colombia,Spanish,Interest Rates,0.98,Positive,High,Trust,3957,56,30,High,great rates,0
P04761,2025-02-18 17:01:08,Twitter,Ghana,Spanish,Loan Application,-0.03,Neutral,Low,Anticipation,557,381,611,Low,interest rate,0
P04762,2025-06-17 15:28:14,TikTok,South Africa,English,Repayment,0.97,Positive,High,Anticipation,4621,1180,301,Low,helpful staff,0
P04763,2025-02-19 11:35:17,Instagram,Colombia,Twi,Savings Product,0.51,Positive,Medium,Surprise,839,951,730,Low,helpful staff,0
P04764,2025-02-01 05:03:45,Instagram,Mexico,Spanish,Savings Product,-0.5,Negative,Medium,Sadness,2,1156,764,Medium,fraud,0
P04765,2025-03-14 10:36:53,Instagram,Botswana,Spanish,Loan Application,0.08,Positive,Low,Anger,1051,1186,682,Medium,helpful staff,0
P04766,2025-05-04 14:04:49,Twitter,Colombia,English,Customer Support,0.98,Positive,High,Anticipation,1404,274,256,Low,loan approved,0
P04767,2025-02-16 03:13:14,Facebook,Zambia,English,Loan Application,0.72,Positive,High,Sadness,156,1100,56,Low,helpful staff,1
P04768,2025-02-26 18:25:33,Facebook,Zambia,Swahili,Mobile App,-0.81,Negative,High,Joy,1937,43,8,Low,slow approval,0
P04769,2025-05-27 06:44:49,Facebook,Botswana,Spanish,Savings Product,0.41,Positive,Medium,Anticipation,510,717,4,Low,excellent service,0
P04770,2025-03-16 22:07:32,LinkedIn,South Africa,Spanish,Customer Support,-0.31,Negative,Low,Fear,3404,317,113,Medium,slow approval,1
P04771,2025-05-12 20:47:08,LinkedIn,Colombia,Spanish,Loan Application,-0.99,Negative,High,Fear,4782,533,776,Low,fraud,0
P04772,2025-06-13 00:56:57,Instagram,Botswana,Spanish,Loan Application,-0.19,Negative,Low,Disgust,1137,1177,684,High,slow approval,0
P04773,2025-04-28 10:09:43,Instagram,Tanzania,Swahili,Interest Rates,-0.53,Negative,Medium,Fear,3914,236,731,Low,bad service,0
P04774,2025-02-02 19:16:49,Facebook,Botswana,English,Savings Product,0.64,Positive,Medium,Anger,3321,892,204,Medium,fast process,0
P04775,2025-02-02 13:34:27,Instagram,Zambia,Twi,Customer Support,-0.33,Negative,Medium,Joy,4666,516,23,Low,hidden fees,0
P04776,2025-06-16 01:43:02,Facebook,Tanzania,Spanish,Customer Support,0.66,Positive,High,Anger,714,37,492,Low,loan approved,0
P04777,2025-04-08 17:10:17,TikTok,Mexico,Swahili,Mobile App,-1.0,Negative,High,Anticipation,2286,653,681,Low,fraud,0
P04778,2025-07-09 16:00:14,Facebook,Zambia,Spanish,Customer Support,-0.38,Negative,Medium,Anger,2654,746,405,High,bad service,0
P04779,2025-02-24 10:00:27,LinkedIn,Mexico,English,Loan Application,-0.52,Negative,Medium,Trust,990,840,102,Medium,fraud,0
P04780,2025-07-18 01:28:34,Facebook,Ghana,Swahili,Interest Rates,-0.53,Negative,Medium,Disgust,4429,447,59,Medium,fraud,0
P04781,2025-04-24 00:07:32,Instagram,Ghana,Spanish,Savings Product,-0.86,Negative,High,Joy,2160,683,85,Medium,high interest,0
P04782,2025-06-15 18:25:08,Facebook,South Africa,Swahili,Loan Application,-0.63,Negative,Medium,Anger,4457,124,766,Medium,fraud,0
P04783,2025-02-26 15:58:51,Instagram,Zambia,Spanish,Interest Rates,0.11,Positive,Low,Anticipation,2144,1088,676,Medium,excellent service,0
P04784,2025-05-04 18:14:40,Facebook,Tanzania,Twi,Savings Product,-0.42,Negative,Medium,Fear,2063,792,371,Low,hidden fees,0
P04785,2025-02-14 18:05:01,Twitter,Tanzania,Twi,Mobile App,-0.17,Negative,Low,Surprise,2603,783,678,High,high interest,0
P04786,2025-03-17 10:58:11,LinkedIn,South Africa,Spanish,Interest Rates,-0.25,Negative,Low,Joy,1977,225,595,High,bad service,0
P04787,2025-04-16 09:14:06,LinkedIn,Mexico,Swahili,Repayment,0.75,Positive,High,Anger,375,464,201,Low,helpful staff,0
P04788,2025-02-18 08:18:46,Facebook,Tanzania,Swahili,Interest Rates,0.81,Positive,High,Fear,741,642,601,Medium,fast process,0
P04789,2025-06-22 21:36:15,TikTok,South Africa,Twi,Customer Support,-0.01,Neutral,Low,Fear,4485,292,88,High,mobile app,0
P04790,2025-07-07 12:01:51,Instagram,South Africa,Twi,Mobile App,-0.34,Negative,Medium,Fear,2667,720,436,High,bad service,0
P04791,2025-02-20 21:20:42,Facebook,Tanzania,Spanish,Interest Rates,-0.79,Negative,High,Surprise,1240,755,119,Medium,slow approval,0
P04792,2025-02-21 00:57:14,LinkedIn,Ghana,English,Mobile App,0.91,Positive,High,Surprise,3470,165,155,Medium,great rates,0
P04793,2025-04-02 20:19:25,TikTok,Colombia,Swahili,Customer Support,-0.88,Negative,High,Fear,4919,768,398,Low,fraud,0
P04794,2025-04-13 08:57:41,Instagram,Mexico,Twi,Repayment,-0.4,Negative,Medium,Sadness,2367,1006,699,High,fraud,0
P04795,2025-07-22 01:42:22,Twitter,Colombia,Swahili,Loan Application,-0.4,Negative,Medium,Anticipation,2243,870,187,Low,fraud,1
P04796,2025-03-31 02:37:51,Twitter,Tanzania,English,Mobile App,-0.36,Negative,Medium,Sadness,3549,1075,773,Medium,high interest,0
P04797,2025-02-27 15:04:07,Instagram,Ghana,English,Loan Application,-0.67,Negative,High,Fear,417,566,51,Medium,bad service,1
P04798,2025-04-16 07:36:33,Facebook,Colombia,Swahili,Repayment,0.57,Positive,Medium,Surprise,606,1037,651,Low,fast process,0
P04799,2025-07-01 04:35:13,LinkedIn,South Africa,Spanish,Loan Application,-0.76,Negative,High,Anger,567,601,530,High,fraud,1
P04800,2025-07-08 22:34:09,Instagram,Mexico,Twi,Customer Support,0.27,Positive,Low,Surprise,543,1112,479,High,helpful staff,0
P04801,2025-06-27 05:58:11,Facebook,South Africa,Spanish,Repayment,-0.75,Negative,High,Joy,883,904,586,Medium,slow approval,0
P04802,2025-07-20 19:27:10,Instagram,Botswana,Spanish,Mobile App,-0.86,Negative,High,Surprise,4798,40,229,Low,hidden fees,0
P04803,2025-02-26 20:30:23,Instagram,Zambia,English,Repayment,0.82,Positive,High,Anger,1223,1161,480,Medium,loan approved,0
P04804,2025-06-05 13:57:41,TikTok,Zambia,Spanish,Savings Product,-0.62,Negative,Medium,Joy,2893,1029,129,Medium,high interest,0
P04805,2025-06-12 11:41:15,LinkedIn,Colombia,Spanish,Loan Application,0.64,Positive,Medium,Anger,2068,241,54,High,helpful staff,0
P04806,2025-02-28 17:44:36,Twitter,South Africa,English,Loan Application,0.09,Positive,Low,Anticipation,3709,161,270,Medium,fast process,0
P04807,2025-02-14 06:49:16,Twitter,Tanzania,Spanish,Interest Rates,-0.84,Negative,High,Sadness,1786,1018,99,High,hidden fees,0
P04808,2025-05-15 00:20:51,TikTok,Mexico,Spanish,Savings Product,0.91,Positive,High,Fear,1457,691,68,Low,excellent service,0
P04809,2025-05-21 09:07:38,Twitter,Ghana,English,Mobile App,-0.51,Negative,Medium,Joy,1914,808,298,High,hidden fees,0
P04810,2025-02-02 15:29:42,Twitter,Zambia,English,Loan Application,0.72,Positive,High,Anger,77,978,528,Medium,fast process,0
P04811,2025-05-30 12:17:37,LinkedIn,Tanzania,Swahili,Repayment,-0.66,Negative,High,Surprise,3613,517,353,Low,bad service,0
P04812,2025-06-07 05:18:49,Facebook,South Africa,Spanish,Savings Product,0.71,Positive,High,Anger,1308,897,627,Low,helpful staff,0
P04813,2025-03-04 20:50:18,Instagram,Colombia,Spanish,Savings Product,-0.97,Negative,High,Anger,647,782,151,Medium,hidden fees,0
P04814,2025-04-27 11:00:43,LinkedIn,Colombia,Twi,Loan Application,0.02,Neutral,Low,Anticipation,2187,783,329,Low,interest rate,0
P04815,2025-04-10 04:39:12,TikTok,South Africa,English,Repayment,0.54,Positive,Medium,Joy,552,1179,115,Low,helpful staff,0
P04816,2025-06-21 06:46:38,TikTok,Mexico,English,Customer Support,0.87,Positive,High,Surprise,281,84,541,Medium,loan approved,0
P04817,2025-03-14 08:54:37,Twitter,Botswana,Spanish,Loan Application,0.82,Positive,High,Anger,1281,1033,322,High,excellent service,1
P04818,2025-06-02 23:03:54,Twitter,South Africa,English,Repayment,0.64,Positive,Medium,Joy,1846,137,562,High,fast process,0
P04819,2025-06-26 07:11:07,LinkedIn,South Africa,English,Interest Rates,0.78,Positive,High,Joy,2487,753,571,High,great rates,0
P04820,2025-03-02 09:27:16,TikTok,Tanzania,Swahili,Repayment,-0.6,Negative,Medium,Surprise,2793,905,228,Medium,hidden fees,0
P04821,2025-07-29 15:01:02,TikTok,South Africa,English,Savings Product,-0.43,Negative,Medium,Trust,3711,712,770,High,fraud,0
P04822,2025-04-21 22:42:25,Instagram,Zambia,Twi,Mobile App,-0.42,Negative,Medium,Joy,4199,155,359,Low,hidden fees,0
P04823,2025-05-31 15:07:20,LinkedIn,Zambia,Spanish,Interest Rates,-0.25,Negative,Low,Trust,4861,407,4,High,high interest,0
P04824,2025-06-14 07:37:48,Instagram,Tanzania,Swahili,Mobile App,-0.21,Negative,Low,Anticipation,2776,786,27,Medium,high interest,0
P04825,2025-04-27 21:39:29,LinkedIn,Botswana,Spanish,Mobile App,0.09,Positive,Low,Anticipation,1596,579,765,Low,loan approved,0
P04826,2025-07-17 23:42:57,Facebook,Mexico,Spanish,Interest Rates,-0.68,Negative,High,Anger,479,553,363,High,bad service,0
P04827,2025-03-15 04:26:00,TikTok,Mexico,English,Interest Rates,0.38,Positive,Medium,Anticipation,3312,395,461,Medium,loan approved,0
P04828,2025-02-17 19:59:43,Twitter,Mexico,Twi,Savings Product,-0.66,Negative,High,Joy,3218,1157,230,High,high interest,0
P04829,2025-07-25 02:25:33,TikTok,Zambia,Twi,Mobile App,-0.38,Negative,Medium,Anger,1963,809,394,Low,slow approval,0
P04830,2025-02-20 12:12:04,Facebook,Mexico,Swahili,Mobile App,0.01,Neutral,Low,Joy,2142,961,711,Low,interest rate,0
P04831,2025-02-28 04:30:30,LinkedIn,Tanzania,Swahili,Loan Application,0.59,Positive,Medium,Fear,3898,541,270,Low,loan approved,0
P04832,2025-06-27 02:39:03,Facebook,South Africa,Twi,Interest Rates,0.48,Positive,Medium,Surprise,2072,1032,303,High,helpful staff,0
P04833,2025-02-24 21:57:15,TikTok,Colombia,Swahili,Interest Rates,0.29,Positive,Low,Trust,1295,986,382,Low,helpful staff,0
P04834,2025-05-26 11:36:48,Instagram,Zambia,Spanish,Mobile App,-0.69,Negative,High,Anger,938,169,557,Medium,slow approval,0
P04835,2025-06-22 18:05:21,LinkedIn,Mexico,Spanish,Repayment,0.09,Positive,Low,Fear,761,289,27,Medium,fast process,0
P04836,2025-04-16 13:43:06,Instagram,Tanzania,Spanish,Loan Application,-0.83,Negative,High,Surprise,4749,1191,518,High,bad service,0
P04837,2025-04-10 06:16:29,Facebook,Colombia,Swahili,Repayment,-0.25,Negative,Low,Disgust,1669,1168,743,Medium,fraud,0
P04838,2025-04-25 09:05:47,Twitter,South Africa,Twi,Mobile App,-0.17,Negative,Low,Surprise,3862,739,198,Medium,hidden fees,0
P04839,2025-04-03 01:41:35,LinkedIn,Tanzania,Spanish,Mobile App,-0.92,Negative,High,Surprise,2685,587,605,Medium,high interest,0
P04840,2025-07-04 14:41:04,TikTok,Mexico,Spanish,Mobile App,-0.45,Negative,Medium,Trust,3899,734,81,High,high interest,0
P04841,2025-02-28 03:39:21,Instagram,Botswana,Swahili,Repayment,0.91,Positive,High,Joy,1931,456,87,Medium,great rates,0
P04842,2025-03-21 02:46:05,Facebook,Tanzania,Swahili,Loan Application,0.91,Positive,High,Fear,3939,700,389,Medium,fast process,0
P04843,2025-03-26 18:45:46,LinkedIn,Tanzania,Twi,Interest Rates,-0.3,Negative,Low,Disgust,1126,978,697,Medium,hidden fees,0
P04844,2025-06-06 04:08:58,Twitter,Zambia,Swahili,Repayment,-0.91,Negative,High,Fear,3297,45,754,Low,high interest,0
P04845,2025-02-17 08:37:38,LinkedIn,Botswana,English,Repayment,-0.64,Negative,Medium,Anger,4670,1040,579,High,bad service,0
